% Context
% Information about more than 4600 companies tradable on Robinhood website
% Source
% The information is scraped from Robinhood website
% Inspiration
% The dataset contains useful information about Public Companies are being traded in US Stock market. Information about company size, market cap, PE ratio, list date, etc. is provided which can provide some insights about stock market in the US.
@RELATION Stock-Information

@ATTRIBUTE simple_name STRING
@ATTRIBUTE name STRING
@ATTRIBUTE symbol STRING
@ATTRIBUTE bloomberg_unique STRING
@ATTRIBUTE margin_initial_ratio REAL
@ATTRIBUTE maintenance_ratio REAL
@ATTRIBUTE country STRING
@ATTRIBUTE day_trade_ratio REAL
@ATTRIBUTE list_date STRING
@ATTRIBUTE type STRING
@ATTRIBUTE default_collar_fraction REAL
@ATTRIBUTE open REAL
@ATTRIBUTE high REAL
@ATTRIBUTE low REAL
@ATTRIBUTE volume INTEGER
@ATTRIBUTE average_volume_2_weeks REAL
@ATTRIBUTE average_volume REAL
@ATTRIBUTE high_52_weeks REAL
@ATTRIBUTE dividend_yield REAL
@ATTRIBUTE float REAL
@ATTRIBUTE low_52_weeks REAL
@ATTRIBUTE market_cap REAL
@ATTRIBUTE pb_ratio REAL
@ATTRIBUTE pe_ratio REAL
@ATTRIBUTE shares_outstanding REAL
@ATTRIBUTE description STRING
@ATTRIBUTE ceo STRING
@ATTRIBUTE headquarters_city STRING
@ATTRIBUTE headquarters_state STRING
@ATTRIBUTE sector STRING
@ATTRIBUTE industry STRING
@ATTRIBUTE num_employees REAL
@ATTRIBUTE year_founded REAL

@DATA
NVIDIA,'NVIDIA Corporation Common Stock',NVDA,EQ0031365700001000,0.5,0.25,US,0.25,1/22/1999,stock,0.05,270.15,279.1,267.2,8253668,22855646.9,22855646.9,316.32,0.23152,585635652.0,132.6,165000000000.0,13.8623,61.099,612000000.0,'NVIDIA Corp. engages in the design and manufacture of computer graphics processors, chipsets, and related multimedia software. It operates through the Graphics Processing Unit (GPU) and Tegra Processor segments. The GPU segment comprises of product brands, which aims specialized markets including GeForce for gamers; Quadro for designers; Tesla and DGX for AI data scientists and big data researchers; and GRID for cloud-based visual computing users. The Tegra Processor segment integrates an entire computer onto a single chip, and incorporates GPUs and multi-core CPUs to drive supercomputing for autonomous robots, drones, and cars, as well as for consoles and mobile gaming and entertainment devices. The company was founded by Jen-Hsun Huang, Chris A. Malachowsky, and Curtis R. Priem in January 1993 and is headquartered in Santa Clara, CA.','Jen-Hsun Huang','Santa Clara',California,'Electronic Technology',Semiconductors,13775.0,1993.0
Netflix,'Netflix, Inc. Common Stock',NFLX,EQ0087032100001000,0.5,0.25,US,0.25,5/23/2002,stock,0.05,377.26,379.0,370.51,2333234,7797938.3,7797938.3,393.52,?,428892594.6,252.28,162000000000.0,22.0527,92.2081,438807000.0,'Netflix, Inc. is a streaming entertainment service company, which provides subscription service streaming movies and television episodes over the Internet and sending DVDs by mail. It operates through the following segments: Domestic Streaming, International Streaming and Domestic DVD. The Domestic Streaming segment derives revenues from monthly membership fees for services consisting solely of streaming content to its members in the United States. The International Streaming segment includes fees from members outside the United States. The Domestic DVD segment covers revenues from services consisting solely of DVD-by-mail. The company was founded by Marc Randolph and Wilmot Reed Hastings Jr., on August 29, 1997 and is headquartered in Los Gatos, CA.','Wilmot Reed Hastings','Los Gatos',California,'Consumer Services','Cable/Satellite TV',8600.0,1997.0
'Virgin Galactic Holdings','Virgin Galactic Holdings, Inc.',SPCE,EQ0000000059541278,0.5,0.25,US,0.25,10/25/2019,stock,0.05,25.52,25.725,22.86,10704364,62771423.2,62771423.2,42.49,?,51240186.52,6.9,4822255300.0,3.31736,435.8,196001038.0,'Virgin Galactic Holdings, Inc. operates as a holding company, which engages in the business of owning and operating privately built spaceships. It designs spaceships which can fly anyone to space safely without the need for expertise or exhaustive time consuming training. The company develops passenger carrying manned spacecraft. The company was founded on May 5, 2017 and is headquartered in Las Cruces, NM.','George T. Whitesides','Las Cruces','New Mexico','Electronic Technology','Aerospace And Defense',906.0,2017.0
'Vivint Solar','VIVINT SOLAR, INC.',VSLR,EQ0000000033857204,0.68,0.6,US,0.25,10/1/2014,stock,0.05,12.07,12.15,11.7034,828060,3145770.5,3145770.5,12.9899,?,49337100.0,4.38,1427208700.0,6.6406,?,122088000.0,'Vivint Solar, Inc. engages in the provision of residential solar. It also designs and installs solar energy systems and offers monitoring and maintenance services. The company was founded by Alexander J. Dunn, Todd R. Pedersen, and Tanguy Vincent Serra on August 12, 2011 and is headquartered in Lehi, UT.','David H. Bywater, MBA',Lehi,Utah,Utilities,'Electric Utilities',2542.0,2011.0
Coca-Cola,'Coca-Cola Company',KO,EQ0010035500001000,0.5,0.25,US,0.25,1/2/1990,stock,0.05,56.465,57.7,56.41,5619065,19839548.7,19839548.7,60.13,2.93276,4257562325.0,44.61,229000000000.0,12.6093,27.0445,4290280000.0,'The Coca-Cola Co. is the nonalcoholic beverage company, which engages in the manufacture, market, and sale of non-alcoholic beverages which include sparkling soft drinks, water, enhanced water and sports drinks, juice, dairy and plant-based beverages, tea and coffee and energy drinks. Its brands include Coca-Cola, Diet Coke, Coca-Cola Zero, Fanta, Sprite, Minute Maid, Georgia, Powerade, Del Valle, Schweppes, Aquarius, Minute Maid Pulpy, Dasani, Simply, Glaceau Vitaminwater, Bonaqua, Gold Peak, Fuze Tea, Glaceau Smartwater, and Ice Dew. It operates through the following segments: Eurasia and Africa, Europe, Latin America, North America, Asia Pacific, Bottling Investments and Global Ventures. The company was founded by Asa Griggs Candler in 1886 and is headquartered in Atlanta, GA.','James Quincey',Atlanta,Georgia,'Consumer Non-Durables','Beverages: Non-Alcoholic',86200.0,1886.0
'Vanguard SP 500 ETF','Vanguard SP 500 ETF',VOO,EQ0000000011209832,0.5,0.25,US,0.25,9/9/2010,etp,0.05,281.255,282.5207,278.7,2616220,9885948.9,9885948.9,311.59,1.96248,?,250.42,137000000000.0,3.66043,24.7585,483033198.8,'VOO tracks a market-cap-weighted index of US large- and midcap stocks selected by the SP Committee.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
Square,'Square, Inc.',SQ,EQ0000000012049020,0.5,0.25,US,0.25,11/19/2015,stock,0.05,78.51,78.88,75.83,7040907,16073386.5,16073386.5,87.25,?,349356277.3,54.4101,36268312988.0,20.3573,100.137,435237158.0,'Square, Inc. engages in the provision of credit card payment processing solutions. It is a cohesive commerce ecosystem that helps sellers start, run, and grow their businesses. The firms sellers downloads the Square Point of Sale mobile app, they can quickly and easily take their first payment, typically within minutes. Its system, sellers gain access to features such as next-day settlements, digital receipts, payment dispute management, data security, and Payment Card Industry compliance. The firm offers additional point-of-sale services, financial services, and marketing services. The company was founded by Jack Dorsey and Jim McKelvey in February 2009 and is headquartered in San Francisco, CA.','Jack Dorsey','San Francisco',California,'Technology Services','Information Technology Services',3835.0,2009.0
Nokia,'Nokia Corporation',NOK,EQ0011579000009100,0.6,0.5,FI,0.25,4/25/1995,adr,0.05,3.84,3.84,3.77,15245584,46871701.3,46871701.3,6.42,4.34402,5616634837.0,3.33,21395210539.0,1.28064,2807.14,5616634837.0,'Nokia Oyj provides network infrastructure, technology and software services. It operates through the following segments: Ultra Broadband Networks, Global Services, IP Networks and Applications and Nokia Technologies. The Ultra Broadband Networks segment comprises mobile networks and fixed networks. The Global Services segment provides professional services with multi-vendor capabilities, covering network planning and optimization, systems integration. The IP Networks and Applications segment comprising IP/Optical networks and applications  analytics. The Nokia Technologies segment focuses on advanced technology development and licensing. The company was founded in 1865 and is headquartered in Espoo, Finland.','Rajeev Suri',Espoo,Uusimaa,'Electronic Technology','Telecommunications Equipment',?,1865.0
'Beyond Meat','Beyond Meat, Inc. Common Stock',BYND,EQ0000000026642189,0.6,0.5,US,0.25,5/2/2019,stock,0.05,99.02,101.35,97.72,4423340,8788723.4,8788723.4,239.71,?,30304149.89,45.0,5515439453.0,15.4065,?,61521900.0,'Beyond Meat, Inc. engages in the provision of plant-based meats. Its products include ready-to-cook meat under the brands The Beyond Burger and Beyond Sausage; and frozen meat namely Beyond Chicken Strips and Beyond Beef Crumbles. The company was founded by Ethan Walden Brown and Brent Taylor in 2009 and is headquartered in El Segundo, CA.','Ethan Walden Brown','El Segundo',California,'Consumer Non-Durables','Food: Major Diversified',375.0,2009.0
'Sirius XM','Sirius XM Holdings Inc. Common Stock',SIRI,EQ0012998400001000,0.5,0.25,US,0.25,9/13/1994,stock,0.05,6.56,6.66,6.56,8078666,36221549.2,36221549.2,7.4,0.81282,1245922844.0,5.23,27984404297.0,-38.8443,32.8321,4413940000.0,'Sirius XM Holdings, Inc. is a radio company. The company offers music, sports, entertainment, comedy, talk, news, traffic and weather channels, as well as infotainment services. Its brand channels include SiriusXM Traffic, SiriusXM Travel Link, NavTraffic, NavWeather, SiriusXM Aviation and SiriusXM Marine. The company was founded in 1990 and is headquartered in New York, NY.','James E. Meyer','New York','New York','Consumer Services',Broadcasting,4534.0,1990.0
Visa,'VISA Inc.',V,EQ0000000005089229,0.5,0.25,US,0.25,3/19/2008,stock,0.05,190.36,190.7885,186.17,5231808,15029172.2,15029172.2,214.17,0.62393,1704604003.0,144.5,390000000000.0,13.8762,36.0486,2147606000.0,'Visa, Inc. engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities. It offers debit card, credit card, prepaid products, commercial payment solutions, and global ATM. The company was founded by Dee Hock in 1958 and is headquartered in San Francisco, CA.','Alfred F. Kelly','San Francisco',California,Finance,Finance/Rental/Leasing,19500.0,1958.0
Slack,'Slack Technologies, Inc.',WORK,EQ0000000038482828,0.5,0.25,US,0.25,6/20/2019,stock,0.05,27.06,27.47,26.7389,4508714,11748641.1,11748641.1,42.0,?,217706851.8,19.53,14871273926.0,20.406,?,550380136.0,'Slack Technologies, Inc. develops and publishes real-time collaboration applications and platforms. It provides engineering, sales, marketing, IT, project management and human resources solutions. The company was founded by Daniel Stewart Butterfield, Eric Costello, Callum James Henderson-Begg, and Serguei Mourachov in 2009 and is headquartered in San Francisco, CA.','Daniel Stewart Butterfield','San Francisco',California,'Technology Services','Packaged Software',1502.0,2009.0
'Catalyst Pharmaceuticals','Catalyst Pharmaceuticals, Inc. Common Stock',CPRX,EQ0000000002693878,0.68,0.6,US,0.25,10/5/2001,stock,0.05,4.11,4.31,4.085,719321,2698655.5,2698655.5,7.67,?,95771881.8,2.232,433827850.0,5.81388,52.7578,103047000.0,'Catalyst Pharmaceuticals is a biopharmaceutical company, which engages in the development and commercialization of therapies for people with rare debilitating, chronic neuromuscular, and neurological diseases, including Lambert-Eaton myasthenic syndrome (LEMS), congenital myasthenic syndromes (CMS), MuSK antibody positive myasthenia gravis, spinal muscular atrophy (SMA) type 3, and infantile spasmsThe company was founded Huckel E. Hubert in January 2002 and is headquartered in Coral Gables, FL.','Patrick J. McEnany','Coral Gables',Florida,'Health Technology','Pharmaceuticals: Other',51.0,2002.0
Lyft,'Lyft, Inc. Class A Common Stock',LYFT,EQ0000000030316495,0.75,0.75,US,0.25,3/29/2019,stock,0.05,38.12,39.74,37.44,6871900,10992520.3,10992520.3,88.6,?,207292169.3,35.0,11534950745.0,3.91327,?,302595629.0,'Lyft, Inc. operates as an online social rideshare community platform. It helps commuters to share rides with friends, classmates, and co-workers going the same way. The company was founded by Marcus Cohn, John Zimmer, Rajat Suri, Matt van Horn, and Logan Green in June 2012 and is headquartered in San Francisco, CA.','Logan Green','San Francisco',California,'Technology Services','Packaged Software',4791.0,2007.0
Nike,'Nike, Inc.',NKE,EQ0010107300003000,0.5,0.25,US,0.25,1/2/1990,stock,0.05,92.08,92.8,90.85,3007605,10883190.3,10883190.3,105.62,1.0574,1205181135.0,77.07,139000000000.0,15.7153,32.4703,1557360000.0,'NIKE, Inc. engages in the design, development, marketing, and sale of athletic footwear, apparel, accessories, equipment, and services. It operates through the following segments: North America; Europe, Middle East  Africa; Greater China; Asia Pacific  Latin America; Global Brand Divisions; Converse; and Corporate. The North America; Europe, Middle East  Africa; Greater China; and Asia Pacific  Latin America segments refers to the design, development, marketing, and selling of athletic footwear, apparel, and equipment. The Global Brand Divisions represents NIKE Brand licensing businesses. The Converse segment designs, markets, licenses, and sells casual sneakers, apparel, and accessories. The Corporate segment consists of unallocated general and administrative expenses. The company was founded by William Jay Bowerman and Philip H. Knight in 1964 and is headquartered in Beaverton, OR.','John J. Donahoe',Beaverton,Oregon,'Consumer Non-Durables',Apparel/Footwear,76700.0,1964.0
'FuelCell Energy','FuelCell Energy, Inc. Common Stock',FCEL,EQ0010367200001000,1.0,1.0,US,0.25,6/7/2000,stock,0.05,1.97,1.9968,1.9,7340529,26217806.2,26217806.2,3.0,?,199927622.6,0.134,411387604.0,4.93266,?,210968000.0,'FuelCell Energy, Inc. engages in the provision of fuel cell power plant production and research. Its products include suresource 1500, suresource 3000, and suresource 4000. The company was founded in 1969 and is headquartered in Danbury, CT.','Jason B. Few',Danbury,Connecticut,'Electronic Technology','Electronic Equipment/Instruments',538.0,1969.0
Nintendo,'Nintendo Co Ltd ADR',NTDOY,EQ0011432200009000,1.0,1.0,JP,1.0,2/22/2000,adr,0.05,43.65,43.65,43.17,98386,385524.1,385524.1,53.24,?,952990000.0,33.055,44274186201.0,2.98812,20.2189,952990072.0,'Nintendo Co., Ltd. engages in the development, manufacture, and sale of home entertainment products. Its entertainment products include portable and console game machines and software, trump card and Karuta (Japanese-style playing cards), multinational consumer electronics, home console hardware such as Nintendo Wii, Nintendo DS, Nintendo 3DS, and others; as well as software for handheld and home console gaming machine. The company was founded by Fusajiro Yamauchi on September 23, 1889 and is headquartered in Kyoto, Japan. NTDOY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Tatsumi Kimishima',Kyoto,Kyoto,'Consumer Durables','Recreational Products',5944.0,1889.0
'SPDR SP 500 ETF','SPDR SP 500 ETF Trust',SPY,EQ0727683900060000,0.5,0.25,US,0.25,1/29/1993,etp,0.05,306.12,307.53,303.34,82853656,207784443.7,207784443.7,339.08,1.81771,?,272.42,272000000000.0,3.65951,24.7454,879032116.0,'SPY tracks a market-cap-weighted index of US large- and midcap stocks selected by the SP Committee.',?,?,?,Miscellaneous,'Investment Trusts Or Mutual Funds',?,?
